teste,proxy,conjunto,x,n,coef,se_hc1,t,p_asym,p_boot,r2,amostra,instrumento,meses_nao_nulos,xi_mp,wald_conjunta,f_factor,cor_t,cor_tm1,cor_tp1,n_copom,n_valid,sd,variavel,h,ponto,lo68,hi68,lo90,hi90,sig68,sig90
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,19,-0.005111444040524683,-0.007915571837513546,5.21654024524539e-4,-0.012462642767964561,0.003498694453359621,FALSE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,20,-0.005551514678989581,-0.008567166050757635,1.7855947072766638e-4,-0.0133764941698799,0.003101676204730927,FALSE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,21,-0.0059061252770338316,-0.009121991387340657,1.8202437681378238e-5,-0.014138712770623741,0.0031190105888181906,FALSE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,22,-0.006262225699751967,-0.009580309391142728,-9.73041409737374e-5,-0.01498770408428285,0.0024122260766177377,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,23,-0.006577515061722248,-0.01012066086273518,-2.4512470493849657e-4,-0.015332294805626605,0.0021007328143978613,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,24,-0.006841564381333914,-0.010442778925529023,-4.07427020104369e-4,-0.016107028723860772,0.0021949058470856994,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,25,-0.007104773948811359,-0.010861740480646096,-6.28745517964751e-4,-0.016676762409760824,0.0019304220317134027,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,26,-0.007318214736432932,-0.01123879111946443,-8.167603129273177e-4,-0.017374282802549303,0.0018049928867840668,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,27,-0.007478592375741598,-0.011730600767406497,-8.886731512054762e-4,-0.017651892511410614,0.0018440053799400607,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,28,-0.0076194435546885824,-0.01194707746934039,-9.735063289007693e-4,-0.01757678136983507,0.0018792145485331297,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,29,-0.00771201377489187,-0.01212125071847322,-0.0010879742849522328,-0.01810137925205616,0.0019252161711231992,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,30,-0.007763549241068083,-0.012139197878012094,-0.0011982672798408758,-0.01837394572981716,0.0019087733656877298,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,31,-0.007790141268557996,-0.012279450137796395,-0.0012498370991160307,-0.01851228856586513,0.0016590090181583226,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,32,-0.007777774624235251,-0.012190623960477362,-0.00125972754416424,-0.018489815329747295,0.0018331329973380812,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,33,-0.007734807759655234,-0.012217551105180911,-0.001248734112505565,-0.018501073798726373,0.0018498104213959508,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,34,-0.007667094619739772,-0.012560321112291922,-0.0012011871259027156,-0.01846194511970677,0.0020543553622374205,TRUE,FALSE
IRF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z_jk_bs_purif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yield_6m,35,-0.007566399145456619,-0.012598646191067266,-0.0010945656362656231,-0.018285012091440792,0.002041526882230827,TRUE,FALSE
